n_cells,n_senders,prevalence_real,median_nn_um,lam_true,beta_true,med_d_sender,match_rate,max_smd_before,max_smd_after,smd_pass,u_sender_mean,u_decoy_mean,u_all_mean,lam_naive,beta_naive,se_lam_naive,se_beta_naive,lam_nuis,beta_nuis,se_lam_nuis,lam_decoy,beta_decoy,se_lam_decoy,lam_decoy_scale,beta_decoy_term,lam_decoy_nuis,beta_decoy_nuis,lam_decoyS,beta_decoyS,beta_decoyS_term,lam_decoyS_nuis,beta_decoyS_nuis,lam_naive_bin,beta_naive_bin,lam_decoy_only,beta_decoy_only,beta_true_minus_decoy,ci_lam_naive_iid_lo,ci_lam_naive_iid_hi,ci_lam_nuis_iid_lo,ci_lam_nuis_iid_hi,ci_lam_decoy_iid_lo,ci_lam_decoy_iid_hi,ci_lam_naive_blk_lo,ci_lam_naive_blk_hi,ci_lam_nuis_blk_lo,ci_lam_nuis_blk_hi,ci_lam_decoy_blk_lo,ci_lam_decoy_blk_hi,ci_beta_naive_blk_lo,ci_beta_naive_blk_hi,ci_beta_decoy_blk_lo,ci_beta_decoy_blk_hi,boot_sd_lam_naive,boot_sd_lam_nuis,boot_sd_lam_decoy,ci_lam_decoyS_blk_lo,ci_lam_decoyS_blk_hi,ci_beta_decoyS_blk_lo,ci_beta_decoyS_blk_hi,se_ratio_naive,cover_lam_naive_iid,cover_lam_nuis_iid,cover_lam_decoy_iid,cover_lam_naive_blk,cover_lam_nuis_blk,cover_lam_decoy_blk,cover_beta_naive_blk,cover_beta_decoy_blk,cover_lam_decoyS_blk,cover_beta_decoyS_blk,cover_beta_nuis_blk,bias_lam_naive,relbias_lam_naive,relbias_beta_naive,bias_lam_naive_bin,relbias_lam_naive_bin,relbias_beta_naive_bin,bias_lam_nuis,relbias_lam_nuis,relbias_beta_nuis,bias_lam_decoy,relbias_lam_decoy,relbias_beta_decoy,bias_lam_decoy_nuis,relbias_lam_decoy_nuis,relbias_beta_decoy_nuis,bias_lam_decoyS,relbias_lam_decoyS,relbias_beta_decoyS,bias_lam_decoyS_nuis,relbias_lam_decoyS_nuis,relbias_beta_decoyS_nuis,signal_retained_naive,signal_retained_nuis,signal_retained_decoy,signal_retained_decoy_nuis,signal_retained_decoyS,signal_retained_decoyS_nuis,signal_retained_subtract,decoy_cost_vs_naive,ripley50,sweep,cfg_id,rep,clustering,autocorr_len_um,conf_strength,prevalence,window_um,beta_true_cfg,ell_over_lambda,ell_ratio
11760,588,0.05,11.6515632539294,30.0,1.0,130.11918705638504,1.0,0.38891133695479,0.04381103580032883,1.0,0.6300028364626681,0.5197443162924881,0.30282005384651006,31.628069501525943,1.4090297895022865,3.511271255531832,0.11952062326057387,30.465513085632498,0.9900439400287588,4.297240545351387,28.51545965547716,1.435381110852899,3.2619242318049553,399.9999999999999,4.114283593634986,30.013285985248636,0.9962015400377072,38.66704141674002,1.1929702078739752,1.0871072669570518,30.842160938206362,0.9948185731752955,41.186612650914334,1.424587309656476,259.604236324773,3.307021784422702,-1.882434474766226,24.74597784068355,38.510161162368334,22.042921616743783,38.88810455452121,22.122088161139445,34.90883114981487,19.783446455027143,47.87283943036159,18.575775970031188,46.28365296157844,18.16241348975374,43.30317429871635,1.0867030193615974,1.8889603672654598,1.0725152931219728,2.0243976980175966,6.7900659388992555,6.9509941704608345,6.240554404874721,29.985744843565886,55.290327130609285,0.7576388481404521,1.5889246826365049,1.9337913378813576,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.6280695015259425,0.05426898338419808,0.4090297895022865,11.186612650914334,0.3728870883638111,0.42458730965647606,0.46551308563249805,0.015517102854416601,-0.00995605997124116,-1.4845403445228413,-0.04948467815076138,0.4353811108528991,0.013285985248636223,0.00044286617495454075,-0.0037984599622927773,8.66704141674002,0.28890138055800063,0.19297020787397523,0.8421609382063622,0.028072031273545406,-0.00518142682470446,1.4090297895022865,0.9900439400287588,1.435381110852899,0.9962015400377072,1.1929702078739752,0.9948185731752955,-1.882434474766226,1.0187017489246417,11.427372151265478,main,19,0,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11792,590,0.05003392130257802,11.617727387619313,30.0,1.0,130.78720786779314,1.0,0.26909295465195593,0.04041343447290463,1.0,0.694539006290562,0.44965646372359425,0.2872453452920272,38.66505398920814,1.6613707718860078,3.41245934773441,0.10139024562807691,39.52147864936933,1.3514942821903684,3.703520270536039,34.87068615333309,1.8079271421362644,2.946208322180102,399.9999999999999,3.5188389559038544,40.09807720668371,1.3381586132395178,44.72901553173605,1.6170342350285547,0.9071269082206357,40.0289548292009,1.3370329077657397,44.79052783116471,1.5881433130876004,399.9999999999999,3.739206367029977,-2.1510630539423765,31.9766336676487,45.35347431076758,32.262578919118695,46.78037837961996,29.09611784186009,40.64525446480609,22.57738152591105,86.81894180288396,23.65368572843976,70.60157671216628,20.591480528608994,74.7968921884041,1.1444193471620572,2.2611010442057906,1.1800499582702206,2.410556605396522,18.263080956559705,11.996100524075393,14.083161460633843,29.224184887971862,87.90937913679973,0.995987672801245,2.133021554422687,5.3518823509750755,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.66505398920814,0.28883513297360464,0.6613707718860078,14.79052783116471,0.493017594372157,0.5881433130876004,9.521478649369328,0.3173826216456443,0.3514942821903684,4.870686153333089,0.162356205111103,0.8079271421362644,10.098077206683712,0.3366025735561237,0.3381586132395178,14.729015531736053,0.49096718439120174,0.6170342350285547,10.028954829200899,0.3342984943066966,0.3370329077657397,1.6613707718860078,1.3514942821903684,1.8079271421362644,1.3381586132395178,1.6170342350285547,1.3370329077657397,-2.1510630539423765,1.0882141257871558,11.38292203332848,main,19,1,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11595,580,0.05002156101768004,11.627239193673065,30.0,1.0,134.73547671010095,1.0,0.26568418372869834,0.09683072005507773,1.0,0.6237011194261574,0.3906286266881477,0.29131201685393987,23.694409215364043,1.862647247580146,2.7387873311080133,0.20000979988101988,24.2439942792973,1.5411375851127571,2.7897229355466484,23.80330424916542,1.906615596903186,2.66045158373957,215.59896776792792,1.7232968123017114,24.22244637083833,1.53635091046049,27.974411074954727,1.6546733748922238,0.766702944663902,24.13765307450789,1.5973455728276684,26.216075006915034,1.9042519051744975,81.27043405579323,1.0535128186638936,0.8507390865106039,18.326386046392336,29.06243238433575,18.776137325625868,29.711851232968733,18.588819145035863,29.01778935329498,15.524340891179877,38.367070185271864,17.812775350765595,35.646584282273444,15.62308024150026,37.52675575678478,1.2567179303787337,2.4871214184554717,1.3527229079078997,2.442155818921366,5.563777871621006,4.356090428083176,5.667338537394108,19.420718088168705,48.35145312629858,0.9332724880754861,2.2505315060445548,2.031474955512557,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-6.305590784635957,-0.2101863594878652,0.8626472475801461,-3.783924993084966,-0.1261308331028322,0.9042519051744975,-5.756005720702699,-0.19186685735675665,0.5411375851127571,-6.196695750834579,-0.2065565250278193,0.9066155969031859,-5.77755362916167,-0.19258512097205566,0.53635091046049,-2.025588925045273,-0.06751963083484244,0.6546733748922238,-5.862346925492108,-0.1954115641830703,0.5973455728276684,1.862647247580146,1.5411375851127571,1.906615596903186,1.53635091046049,1.6546733748922238,1.5973455728276684,0.8507390865106039,1.0236053012078166,13.501203142386403,main,19,2,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11786,589,0.049974546071610386,11.63567547083512,30.0,1.0,115.507597558678,0.99830220713073,0.2752965048580111,0.04833933585609087,1.0,0.6656263645795839,0.4818729022350566,0.29388278573446025,29.184994790634118,1.5064783565907445,3.254812746449605,0.13524097111931402,18.009230766323782,1.52407544683288,2.4199442821834527,26.813470252345436,1.6429564462199304,2.8240263030119825,399.9999999999999,4.730699582900061,18.232342948938285,1.5761136697248956,56.584573148436036,1.10918417106725,1.3222972472253025,19.085218874783298,1.4852119900694694,32.20448579499212,1.4709080485745982,399.9999999999999,4.881343250405466,-3.410435201830868,22.80556180759289,35.56442777367534,13.266139973244215,22.75232155940335,21.27837869844195,32.348561806248924,14.467395953991184,237.6581626630895,11.445321506002175,39.61341994087859,15.47743592940431,114.42251116091853,0.9584723984845659,2.2440426121234363,1.072567765136274,2.356899442830487,61.99458560682212,21.548151466914305,37.50011782206733,29.990840085671465,169.96641598395897,0.7421277393809743,1.5792723140933491,19.047051377824015,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.8150052093658822,-0.027166840312196072,0.5064783565907445,2.2044857949921166,0.07348285983307055,0.4709080485745982,-11.990769233676218,-0.3996923077892073,0.5240754468328801,-3.186529747654564,-0.10621765825515214,0.6429564462199304,-11.767657051061715,-0.3922552350353905,0.5761136697248956,26.584573148436036,0.8861524382812012,0.10918417106725009,-10.914781125216702,-0.3638260375072234,0.48521199006946936,1.5064783565907445,1.52407544683288,1.6429564462199304,1.5761136697248956,1.10918417106725,1.4852119900694694,-3.410435201830868,1.0905941257185032,12.032756583878548,main,19,3,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11784,589,0.04998302783435166,11.611099999529115,30.0,1.0,135.2157153023373,1.0,0.37902355062928256,0.06965096841047351,1.0,0.6676116544401626,0.36305178604283705,0.30260179039266855,34.66286165213252,1.5909865764499984,3.433651825708886,0.1192966456230373,28.997366091442018,1.4384220159748442,2.987294599550101,34.83459037344997,1.6434630046846137,3.298315992034825,399.9999999999999,3.681104220152613,28.968634252460816,1.432418761854698,43.03687927634017,1.4618791984032244,0.9111141376185093,29.021957956168073,1.4355930980530867,36.17075921200605,1.5442391467986163,399.9999999999999,3.3269395058337494,-1.7827003590351331,27.932904073743103,41.39281923052194,23.14226867632382,34.85246350656021,28.369891029061712,41.29928971783823,20.185093068105555,67.89051517604939,17.9219531780385,43.45904008197928,19.869922037940654,62.8418628061609,1.1793316065238844,2.2287809999688153,1.2365023928004228,2.2900864570832695,12.058353622232454,6.60520072107749,11.158503682467884,29.83615075429006,75.63526767831102,1.0004220657113485,2.0158216444583825,3.511816058910684,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.66286165213252,0.15542872173775066,0.5909865764499984,6.170759212006047,0.2056919737335349,0.5442391467986163,-1.002633908557982,-0.03342113028526607,0.4384220159748442,4.83459037344997,0.16115301244833233,0.6434630046846137,-1.0313657475391835,-0.03437885825130612,0.43241876185469796,13.036879276340173,0.4345626425446724,0.46187919840322444,-0.9780420438319268,-0.03260140146106423,0.43559309805308666,1.5909865764499984,1.4384220159748442,1.6434630046846137,1.432418761854698,1.4618791984032244,1.4355930980530867,-1.7827003590351331,1.0329835769901385,11.537363982146216,main,19,4,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11842,592,0.04999155548049316,11.60381645882331,30.0,1.0,128.06292503543887,1.0,0.16252757965683304,0.09722622082725849,1.0,0.5943866757668039,0.43466439674644364,0.29987901819862073,31.650999485471058,1.5543063326324666,3.355794882053834,0.12996985899517724,17.519939835659258,1.6313587715475302,2.3403165697728348,23.726603819030377,1.839244677946276,2.532317987526274,194.4962018954265,2.583947041441951,16.664791144587927,1.7333805693580329,41.46027795696987,1.2672940801891748,1.2063257375443548,18.421701706854993,1.571559152744406,28.497130174372096,1.5504700290449231,352.6424811227985,4.50076039487278,-2.950290365827857,25.073641516645544,38.22835745429657,12.932919358904503,22.106960312414014,18.76326056347888,28.689947074581873,15.08937148730306,242.53532106783095,10.618015707184968,107.04674647330683,13.38348378529975,161.92965701610464,1.0514060703922987,2.1327959831025582,1.1282449873591076,2.476400703435739,60.660482750594916,46.55705766891732,45.9442832282438,24.75257857980508,399.9999999999999,0.682124523324261,1.7478899999735307,18.07633806076643,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.6509994854710577,0.05503331618236859,0.5543063326324666,-1.5028698256279043,-0.05009566085426347,0.5504700290449231,-12.480060164340742,-0.41600200547802474,0.6313587715475302,-6.273396180969623,-0.20911320603232078,0.8392446779462761,-13.335208855412073,-0.4445069618470691,0.7333805693580329,11.460277956969868,0.3820092652323289,0.2672940801891748,-11.578298293145007,-0.3859432764381669,0.5715591527444059,1.5543063326324666,1.6313587715475302,1.839244677946276,1.7333805693580329,1.2672940801891748,1.571559152744406,-2.950290365827857,1.1833218711984663,11.530070816609436,main,19,5,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11777,589,0.050012736690158786,11.593479916855065,30.0,1.0,134.0727973357083,1.0,0.48506700977883976,0.04973092950876166,1.0,0.5887787890452371,0.564160883731339,0.3141692670727329,100.11168051930652,1.474500962697485,9.568084738431827,0.054337097394744384,45.125734049090234,1.142561088991034,4.638667354742576,53.860504875653504,1.484210405018049,4.739631843785594,399.9999999999999,6.199737966750722,44.70940287951084,1.1704454539015858,111.48338522530557,1.2585076644004192,2.3829114525336617,45.06071904639286,1.14293414453948,41.074829782891435,1.6509957523471661,399.9999999999999,7.179765130509399,-5.528769378162233,81.35823443198014,118.8651266066329,36.033946033794784,54.21752206438568,44.57082646183374,63.15018328947327,31.844144297706617,399.9999999999999,24.495947534027344,100.0390852630893,24.007782251107308,399.9999999999999,1.160749441146774,2.3474821927232887,1.1176949968073653,2.305855219623421,113.12590884178873,25.947942629267274,95.89654640053725,48.87234535668788,399.9999999999999,0.859009021245562,1.9187364063437946,11.823255325843785,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,70.11168051930652,2.3370560173102173,0.474500962697485,11.074829782891435,0.3691609927630478,0.6509957523471661,15.125734049090234,0.5041911349696745,0.14256108899103404,23.860504875653504,0.7953501625217835,0.4842104050180489,14.70940287951084,0.490313429317028,0.17044545390158583,81.48338522530557,2.716112840843519,0.25850766440041917,15.060719046392862,0.5020239682130954,0.14293414453948006,1.474500962697485,1.142561088991034,1.484210405018049,1.1704454539015858,1.2585076644004192,1.14293414453948,-5.528769378162233,1.0065849006316017,13.231569333253034,main,19,6,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11710,586,0.05004269854824936,11.642430872585116,30.0,1.0,124.50696632862451,1.0,0.5101481444585909,0.04178660462727732,1.0,0.6168008102288555,0.5107554922217558,0.300404666667137,57.0075382083807,1.0916327340759946,7.161987382981588,0.07654907420038624,43.46945762359571,0.8713718389273315,6.184179102839244,54.203844625473835,1.0951545033563033,6.746543752109829,399.9999999999999,3.620981153785117,43.517295386211615,0.8691981490090501,80.09007266769316,0.9700447996530915,1.1353716874373172,43.209368904283664,0.8690811046582456,59.969075606051035,1.093209735397023,399.9999999999999,4.2504703509857364,-3.1572606155887133,42.97004293773679,71.04503347902461,31.348466582030788,55.59044866516063,40.98061887133857,67.42707037960909,25.10737672397703,200.25074597515325,22.174570730153377,115.18052659653371,24.39181280646709,200.30054631339172,0.6969773593480244,1.633828142185061,0.6602320863646699,1.6179522047259254,45.716155783883,38.2566826838404,53.14842631680103,45.29442152495513,399.9999999999999,0.5151931845652826,1.5652546337307924,6.383166199442679,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,27.0075382083807,0.9002512736126901,0.09163273407599459,29.969075606051035,0.9989691868683679,0.09320973539702293,13.469457623595709,0.4489819207865236,-0.1286281610726685,24.203844625473835,0.8067948208491278,0.09515450335630327,13.517295386211615,0.45057651287372047,-0.13080185099094987,50.090072667693164,1.6696690889231054,-0.02995520034690846,13.209368904283664,0.4403122968094555,-0.13091889534175438,1.0916327340759946,0.8713718389273315,1.0951545033563033,0.8691981490090501,0.9700447996530915,0.8690811046582456,-3.1572606155887133,1.0032261484750085,12.170645006795246,main,19,7,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11694,585,0.05002565418163161,11.658111070553083,30.0,1.0,119.87452724705405,1.0,0.2740745264664706,0.09472202756413992,1.0,0.42057016712963424,0.2670353397961538,0.29027484753991484,107.81864708801403,1.1422492093611634,15.649662252209989,0.055396469423477625,28.646715574468487,1.2230511670684463,3.437390664313169,53.6280881126147,1.2393690505832327,6.023523398410207,399.9999999999999,2.3011321769437023,29.276001582853233,1.2172220888725354,160.47699717581176,1.159715984387849,1.0026985131156612,29.635466471398185,1.21812240383959,35.65626464221306,1.3875125012969725,399.9999999999999,2.5848747910699124,-1.19736228977294,77.14530907368245,138.4919851023456,21.909429872414677,35.3840012765223,41.82198225173069,65.43419397349871,20.163799831972764,399.9999999999999,15.04507633846445,156.38043319103667,18.421406087559195,399.9999999999999,1.0668935403046922,2.152841391780295,1.1169920067264536,2.1607147734172716,150.76241112981478,47.72192145268537,148.3805287068229,25.494496442972,399.9999999999999,0.9848867400501823,2.124252366670156,9.63358880850765,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,77.81864708801403,2.593954902933801,0.14224920936116336,5.65626464221306,0.1885421547404353,0.38751250129697246,-1.3532844255315126,-0.04510948085105042,0.2230511670684463,23.628088112614698,0.7876029370871566,0.23936905058323266,-0.7239984171467668,-0.024133280571558894,0.21722208887253536,130.47699717581176,4.349233239193725,0.15971598438784906,-0.36453352860181454,-0.012151117620060485,0.21812240383958992,1.1422492093611634,1.2230511670684463,1.2393690505832327,1.2172220888725354,1.159715984387849,1.21812240383959,-1.19736228977294,1.0850250894692117,11.357800936938842,main,19,8,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
11783,589,0.049987269795468046,11.585559182563992,30.0,1.0,124.28713493794449,0.99830220713073,0.5345995661908058,0.08251985845266716,1.0,0.6156113009109742,0.5772945531774746,0.2876490498450586,399.9999999999999,1.685172314383151,121.60607695472054,0.3124623665418195,15.821678391289819,1.2567254480978185,3.017525994913891,399.9999999999999,1.595792331498942,128.33874214225528,399.9999999999999,3.017134229580055,16.030829762810964,1.177421361397796,399.9999999999999,1.595792331498942,3.017134229580055,16.7079940851943,1.1823952364545611,22.343537515509432,1.5009091242227712,399.9999999999999,3.7478678621594326,-2.2469587379366613,161.65208916874764,638.3479108312522,9.907327441258593,21.736029341321043,148.45606540117953,651.5439345988202,15.152872962312552,399.9999999999999,9.681721991179355,26.750372719338966,13.620114203121338,399.9999999999999,1.083822633501588,2.3827685405302965,1.1027368653474672,2.3168078872353095,126.12560349404013,19.68798191749885,163.99359896107973,78.04877560127468,399.9999999999999,0.8440613027906373,2.2334364918381455,1.037165301706118,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,369.9999999999999,12.33333333333333,0.685172314383151,-7.656462484490568,-0.2552154161496856,0.5009091242227712,-14.178321608710181,-0.4726107202903394,0.2567254480978185,369.9999999999999,12.33333333333333,0.595792331498942,-13.969170237189036,-0.4656390079063012,0.17742136139779596,369.9999999999999,12.33333333333333,0.595792331498942,-13.2920059148057,-0.4430668638268566,0.18239523645456113,1.685172314383151,1.2567254480978185,1.595792331498942,1.177421361397796,1.595792331498942,1.1823952364545611,-2.2469587379366613,0.9469609237456965,13.410773900727435,main,19,9,4.5,120.0,1.0,0.05,2000.0,1.0,4.0,4.0
