n_cells,n_senders,prevalence_real,median_nn_um,lam_true,beta_true,med_d_sender,match_rate,max_smd_before,max_smd_after,smd_pass,u_sender_mean,u_decoy_mean,u_all_mean,lam_naive,beta_naive,se_lam_naive,se_beta_naive,lam_nuis,beta_nuis,se_lam_nuis,lam_decoy,beta_decoy,se_lam_decoy,lam_decoy_scale,beta_decoy_term,lam_decoy_nuis,beta_decoy_nuis,lam_decoyS,beta_decoyS,beta_decoyS_term,lam_decoyS_nuis,beta_decoyS_nuis,lam_naive_bin,beta_naive_bin,lam_decoy_only,beta_decoy_only,beta_true_minus_decoy,ci_lam_naive_iid_lo,ci_lam_naive_iid_hi,ci_lam_nuis_iid_lo,ci_lam_nuis_iid_hi,ci_lam_decoy_iid_lo,ci_lam_decoy_iid_hi,ci_lam_naive_blk_lo,ci_lam_naive_blk_hi,ci_lam_nuis_blk_lo,ci_lam_nuis_blk_hi,ci_lam_decoy_blk_lo,ci_lam_decoy_blk_hi,ci_beta_naive_blk_lo,ci_beta_naive_blk_hi,ci_beta_decoy_blk_lo,ci_beta_decoy_blk_hi,boot_sd_lam_naive,boot_sd_lam_nuis,boot_sd_lam_decoy,ci_lam_decoyS_blk_lo,ci_lam_decoyS_blk_hi,ci_beta_decoyS_blk_lo,ci_beta_decoyS_blk_hi,se_ratio_naive,cover_lam_naive_iid,cover_lam_nuis_iid,cover_lam_decoy_iid,cover_lam_naive_blk,cover_lam_nuis_blk,cover_lam_decoy_blk,cover_beta_naive_blk,cover_beta_decoy_blk,cover_lam_decoyS_blk,cover_beta_decoyS_blk,cover_beta_nuis_blk,bias_lam_naive,relbias_lam_naive,relbias_beta_naive,bias_lam_naive_bin,relbias_lam_naive_bin,relbias_beta_naive_bin,bias_lam_nuis,relbias_lam_nuis,relbias_beta_nuis,bias_lam_decoy,relbias_lam_decoy,relbias_beta_decoy,bias_lam_decoy_nuis,relbias_lam_decoy_nuis,relbias_beta_decoy_nuis,bias_lam_decoyS,relbias_lam_decoyS,relbias_beta_decoyS,bias_lam_decoyS_nuis,relbias_lam_decoyS_nuis,relbias_beta_decoyS_nuis,signal_retained_naive,signal_retained_nuis,signal_retained_decoy,signal_retained_decoy_nuis,signal_retained_decoyS,signal_retained_decoyS_nuis,signal_retained_subtract,decoy_cost_vs_naive,ripley50,sweep,cfg_id,rep,clustering,autocorr_len_um,conf_strength,prevalence,window_um,beta_true_cfg,ell_over_lambda,regime
12456,623,0.050016056518946694,11.70415406344498,30.0,1.0,36.985177708959334,1.0,0.14136456245596293,0.030187198638933828,1.0,0.09529914352275334,0.024326175984821816,0.006190332386120772,46.43250648182498,1.0023077531872493,9.548284144557595,0.059369925273531216,46.14392761979971,1.0035807129992098,9.484718889184407,46.478780118785856,1.0018455207346646,9.57182080120141,399.9999999999999,-0.11629986107060876,46.097568140450434,1.0020419563992844,46.588959342210124,1.0016630006562035,-0.024890593125304648,46.231040437755844,1.0020811244458718,49.80876689887564,1.0533014027141543,10.18150678766926,-0.053912463668925596,1.10721386638308,27.717869558492094,65.14714340515786,27.553878596998274,64.73397664260115,27.718011348431094,65.23954888914062,31.94793561496583,68.61987876796815,31.834959598247366,69.17758809521601,32.02403461246129,68.5806637153941,0.9124215819862708,1.175342828007319,0.9104396466243208,1.1764112725245897,10.512631946987524,10.759286355823416,10.455671549790978,31.958123715263156,69.87595380364466,0.9106440109472786,1.1754710871053735,1.1009969736792546,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,16.43250648182498,0.5477502160608326,0.002307753187249295,19.80876689887564,0.6602922299625213,0.05330140271415429,16.14392761979971,0.5381309206599904,0.003580712999209812,16.478780118785856,0.5492926706261952,0.0018455207346645963,16.097568140450434,0.5365856046816811,0.0020419563992843948,16.588959342210124,0.5529653114070041,0.001663000656203506,16.231040437755844,0.5410346812585282,0.002081124445871829,1.0023077531872493,1.0035807129992098,1.0018455207346646,1.0020419563992844,1.0016630006562035,1.0020811244458718,1.10721386638308,0.9995388318097761,1.0420938223820115,clean,1,10,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12577,629,0.05001192653255943,11.67611956179576,30.0,1.0,37.99707155096131,1.0,0.16673824897844353,0.03158307094975127,1.0,0.10219746131384282,0.036942043926902715,-0.0011832244057945643,26.67494478519492,1.0703009442813702,3.264567788865551,0.058475638852673935,26.56541903380073,1.0677140518094168,3.2785009588527414,26.860520251558032,1.0546305573648769,3.34369574809951,27.47486899050773,-0.06989232603336881,26.647686066092415,1.063672885856035,26.862695415895992,1.0546305573648769,-0.06989232603336881,26.669349747300842,1.0636896805173883,24.02733151490576,1.0954079565193413,16.957080994344953,-0.08919007935727903,1.1845980358766204,20.27639191901844,33.0734976513714,20.139557154449356,32.9912809131521,20.306876585282993,33.41416391783307,20.92782915594823,35.86215956072372,20.737742522010034,35.983119861937375,21.028495682244486,36.03821637077205,0.9593314417506663,1.207234712385292,0.958423829200124,1.206920814007937,3.825800163261256,3.884861915068735,3.8917578003782296,21.031244724605337,36.129481647981905,0.9588909297919719,1.2044936315095764,1.1719162874515574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.3250552148050794,-0.11083517382683598,0.07030094428137024,-5.972668485094239,-0.1990889495031413,0.09540795651934131,-3.4345809661992703,-0.11448603220664234,0.06771405180941681,-3.1394797484419676,-0.10464932494806559,0.054630557364876875,-3.3523139339075847,-0.1117437977969195,0.06367288585603492,-3.137304584104008,-0.1045768194701336,0.054630557364876875,-3.330650252699158,-0.11102167508997193,0.06368968051738833,1.0703009442813702,1.0677140518094168,1.0546305573648769,1.063672885856035,1.0546305573648769,1.0636896805173883,1.1845980358766204,0.9853588964858712,1.1405497475272686,clean,1,11,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12391,620,0.05003631668146235,11.669533813694528,30.0,1.0,38.1371513476414,1.0,0.12731828530029982,0.09206081901916409,1.0,0.09871895638380951,0.012129794785593676,-0.0007767008687557314,30.957034816546532,0.943381466142892,4.573005929802112,0.050322163910330744,30.765634286574926,0.9318842410116921,4.600137062312972,31.03962491188797,0.943163761977678,4.59153282592584,399.9999999999999,0.21692047648494725,30.80661041372147,0.9327353847210366,31.160286104288733,0.9441284240020604,0.05331076193322011,30.926522493482544,0.9335822291530521,31.88972210984318,0.9514522871140532,399.9999999999999,0.4499152459487715,0.5015370411652816,21.993943194134392,39.920126438958675,21.749365644441504,39.78190292870835,22.040220573073324,40.03902925070261,22.818958291181335,41.134528931342075,22.81835339025247,41.14896397556214,22.830939425645784,41.90567982270883,0.8746754242926069,1.0308825793933867,0.8726264035799043,1.0327183580679926,4.702365450076734,4.725315366001759,4.773601214258376,22.85105881101634,42.654101757172306,0.8737734819654883,1.037678599696429,1.0282876344925753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9570348165465319,0.03190116055155106,-0.05661853385710802,1.8897221098431807,0.06299073699477269,-0.04854771288594684,0.7656342865749259,0.025521142885830864,-0.0681157589883079,1.0396249118879695,0.03465416372959898,-0.05683623802232196,0.8066104137214687,0.026887013790715623,-0.06726461527896344,1.1602861042887334,0.03867620347629111,-0.05587157599793957,0.926522493482544,0.0308840831160848,-0.06641777084694789,0.943381466142892,0.9318842410116921,0.943163761977678,0.9327353847210366,0.9441284240020604,0.9335822291530521,0.5015370411652816,0.9997692299742711,1.137957898823239,clean,1,12,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12386,619,0.049975779105441626,11.648245998606434,30.0,1.0,37.75702558035785,1.0,0.2153980655990146,0.04508634527036408,1.0,0.09120824243506588,0.09774742006610825,-0.005621131029221131,25.427649939773897,1.0333081026568258,3.5232680572369177,0.06389165814043773,25.337068504283053,1.029116480768165,3.529731488487865,25.31558230706968,1.0321441701344605,3.5088867622634936,399.9999999999999,-0.1898891062638569,25.141141180806052,1.025327017121627,25.489726942896848,1.0180013929109293,-0.009245281718642336,25.418144014633203,1.0284581175585645,28.267001887031473,1.0081144612918498,3.0000000000000004,-1.7132089297205666,2.721323391012416,18.522044547589537,32.333255331958256,18.41879478684684,32.25534222171927,18.438164253033232,32.19300036110613,19.93679510577913,33.759426310198165,19.864229433325754,34.039937893199806,19.938708691977908,33.77124671620439,0.9118781798514525,1.1751841010686617,0.9127331781493094,1.1737782584180765,3.6121906908648107,3.5796387009991744,3.5896961403402505,19.90955820499101,34.92038059064487,0.9024906356684219,1.187738536358754,1.025238679596133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.572350060226103,-0.15241166867420344,0.03330810265682582,-1.7329981129685272,-0.057766603765617576,0.008114461291849784,-4.662931495716947,-0.15543104985723158,0.029116480768164976,-4.684417692930321,-0.1561472564310107,0.03214417013446047,-4.858858819193948,-0.16196196063979826,0.025327017121627105,-4.510273057103152,-0.15034243523677174,0.01800139291092928,-4.581855985366797,-0.1527285328455599,0.028458117558564533,1.0333081026568258,1.029116480768165,1.0321441701344605,1.025327017121627,1.0180013929109293,1.0284581175585645,2.721323391012416,0.9988735861846311,0.9863577267270806,clean,1,13,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12490,624,0.0499599679743795,11.651492910035117,30.0,1.0,37.5445482976883,1.0,0.1382418272433768,0.054967158278183686,1.0,0.13549348811907194,0.12392951120301525,0.01170048335011554,26.2942567555385,0.9797678727730637,3.611782252581315,0.058598436634068836,25.655439519595674,0.96886841172094,3.564374256443927,26.021365013347804,0.9819718043199988,3.558956359878058,35.54467200996848,0.09951045790310481,25.485217188288928,0.9735099533738129,26.063759638606406,0.9821692109262018,0.10385019161674376,25.50468478762472,0.973521677493754,27.50266661361,0.9823092735900609,399.9999999999999,0.5403219266210284,0.4419873469690325,19.21516354047912,33.37334997059787,18.669265976965576,32.64161306222577,19.04581054798681,32.9969194787088,20.331746824308418,34.7696094625571,19.933313529685456,33.01699388597707,20.33782224752147,33.64393191710223,0.8708131445615099,1.118707568986561,0.8793737606510116,1.11900922818407,3.684212609864195,3.426977134622135,3.517854456237082,20.45370073281012,34.981511254764854,0.878870188418922,1.126900485670786,1.02005391029072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.7057432444615017,-0.12352477481538339,-0.020232127226936347,-2.4973333863900002,-0.083244446213,-0.017690726409939073,-4.344560480404326,-0.1448186826801442,-0.03113158827906004,-3.978634986652196,-0.13262116622173986,-0.018028195680001247,-4.514782811711072,-0.15049276039036907,-0.026490046626187147,-3.936240361393594,-0.13120801204645313,-0.017830789073798203,-4.4953152123752815,-0.1498438404125094,-0.026478322506246044,0.9797678727730637,0.96886841172094,0.9819718043199988,0.9735099533738129,0.9821692109262018,0.973521677493754,0.4419873469690325,1.0022494425548953,1.0722494435738188,clean,1,14,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12488,624,0.049967969250480464,11.664275952560653,30.0,1.0,37.26044156086829,1.0,0.18079066033163324,0.034134341040256776,1.0,0.16691999309097535,0.062373440500194055,-0.008309220398864359,28.41201004900666,0.9422761275447732,4.278021100438455,0.05495913435985485,28.22377358570601,0.9399024133129655,4.276347559373956,28.45235708239105,0.9419371566649227,4.288061876348544,5.8600638091003905,-0.2320185896343933,28.22538030432892,0.938707521461602,28.31581066563091,0.9424157980433259,-0.027145894272281937,28.089982482563265,0.9492103629118757,29.126668922307296,0.9856170995874066,399.9999999999999,0.20080051215601424,0.7848165874313924,20.027088692147288,36.79693140586603,19.842132369333054,36.60541480207897,20.047755804747904,36.8569583600342,21.989727139220236,39.771491353776554,22.055273197073056,39.71788897875293,22.00065294748583,39.79814307448788,0.8654131982739559,1.0565926090717004,0.8656596233037225,1.0557948241152686,4.969115733192153,4.914668106096933,4.9920100611175195,22.017746594811232,39.42525478838623,0.8654134903736981,1.056549321971229,1.1615454006720227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.5879899509933395,-0.05293299836644465,-0.05772387245522681,-0.8733310776927041,-0.029111035923090136,-0.01438290041259338,-1.7762264142939905,-0.05920754714313302,-0.060097586687034465,-1.5476429176089503,-0.05158809725363168,-0.058062843335077274,-1.7746196956710811,-0.05915398985570271,-0.06129247853839803,-1.6841893343690906,-0.056139644478969686,-0.05758420195667413,-1.910017517436735,-0.06366725058122451,-0.05078963708812434,0.9422761275447732,0.9399024133129655,0.9419371566649227,0.938707521461602,0.9424157980433259,0.9492103629118757,0.7848165874313924,0.9996402637507822,0.9733877419998536,clean,1,15,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12585,629,0.049980135081446164,11.651227608774082,30.0,1.0,37.07842664136667,1.0,0.12856653116046776,0.05650549299737429,1.0,0.09846216467603804,0.1091665241431712,0.000983429375054841,29.378610668219668,0.976330910901912,4.55226598891937,0.05179690263530194,28.83917861189151,0.9751710831686078,4.470348325553328,29.49626835773816,0.9750490217995857,4.586620492279202,3.0000000000000004,-1.4696007474054475,28.910063162814303,0.9730682099535645,29.475452521047643,0.9768440129574099,0.0291742231654552,29.03816457628002,0.9771197450440515,32.39227066439138,0.9773187167580992,399.9999999999999,0.19080500227575595,0.7865137144823433,20.4561693299377,38.301052006501635,20.077295893806987,37.601061329976034,20.506492192870923,38.4860445226054,21.200184120164426,40.357834681844544,21.359994445916406,39.300911310216414,21.152267591780607,40.26245700879926,0.8865443707934708,1.1008503541343249,0.8859348865126957,1.10095700286165,4.791275211882363,4.579023427143293,4.80854635686974,21.670233136087777,41.06134235574724,0.8843053338902986,1.1051423464560186,1.0525033518570233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6213893317803318,-0.02071297772601106,-0.02366908909808796,2.3922706643913827,0.07974235547971276,-0.022681283241900774,-1.1608213881084914,-0.03869404627028305,-0.02482891683139221,-0.5037316422618403,-0.016791054742061343,-0.024950978200414253,-1.0899368371856966,-0.03633122790618989,-0.026931790046435533,-0.524547478952357,-0.017484915965078566,-0.023155987042590143,-0.9618354237199789,-0.032061180790665965,-0.022880254955948476,0.976330910901912,0.9751710831686078,0.9750490217995857,0.9730682099535645,0.9768440129574099,0.9771197450440515,0.7865137144823433,0.9986870341930052,1.0913529055296503,clean,1,16,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12607,630,0.04997223764575236,11.607551082294181,30.0,1.0,36.570965860992935,1.0,0.17236721688681328,0.027792976835958706,1.0,0.07873412935463356,0.13158936693044104,-0.012698950040366948,35.86409381957739,0.9896812835571135,6.0240004195579155,0.04598277482036169,35.59563857458488,0.9862021874934838,6.025121190902551,36.13401413624324,0.9913436900991878,6.093156597167449,14.8088834847813,-0.06232445597341265,35.72277788445838,0.9856536323551455,35.92550137772287,0.9917007313182844,-0.03847830727410677,35.48871418644337,0.9858530539619141,42.427853603767765,1.028584034603788,399.9999999999999,0.2701714937262633,0.7584125408775246,24.05705299724388,47.6711346419109,23.786401040415882,47.40487610875388,24.191427205795037,48.07660106669144,26.368245746433026,53.1775652098814,26.058840663213616,53.378629946551776,26.605170670241886,53.144852663995245,0.8963959060746391,1.1251091839410579,0.8964429489498682,1.1223677696811751,7.252397116644072,7.4285869926749815,7.291092840155767,26.345519242454213,53.15508498704663,0.8963817232382033,1.1257526679797465,1.2039171001877695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.864093819577391,0.19546979398591305,-0.01031871644288651,12.427853603767765,0.41426178679225883,0.028584034603788,5.595638574584882,0.18652128581949606,-0.013797812506516238,6.134014136243238,0.20446713787477458,-0.008656309900812231,5.722777884458381,0.19075926281527936,-0.01434636764485453,5.925501377722867,0.19751671259076223,-0.0082992686817156,5.488714186443367,0.18295713954811224,-0.014146946038085861,0.9896812835571135,0.9862021874934838,0.9913436900991878,0.9856536323551455,0.9917007313182844,0.9858530539619141,0.7584125408775246,1.0016797392955632,0.9840677334707114,clean,1,17,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12457,623,0.050012041422493374,11.732315508590707,30.0,1.0,37.65044538452926,1.0,0.1785755798252948,0.04435586788892697,1.0,0.11175183477919487,0.12457588706176045,0.0100804017629704,21.606261162428176,1.1005447669186612,2.6662008928322023,0.07700147929666941,22.201093212490917,1.0879843053778198,2.799877899080218,21.6186419467003,1.100110843689904,2.6690649176813444,3.0000000000000004,-1.0592707077679377,22.191733749353244,1.0869760534944628,21.60812777525251,1.10057385768259,0.00416569613992182,22.225892519964066,1.088540792988976,22.57831760458315,1.1353997409370609,399.9999999999999,0.266596760478721,0.8688029804583399,16.38050741247706,26.832014912379293,16.71333253029369,27.688853894688144,16.387274708044867,26.850009185355734,17.016037548439492,29.531104079252238,17.241583368214645,29.94040830715553,16.931851786435228,29.60357639125834,0.9652603938928674,1.2654865122211145,0.9637772349643513,1.2655734990123426,3.0706923927557557,3.2008624994878323,3.0697714767406192,17.015340560563473,29.687051425285315,0.9636120186802875,1.2666605411846765,1.151710811068658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.393738837571824,-0.2797912945857275,0.10054476691866121,-7.421682395416848,-0.2473894131805616,0.13539974093706086,-7.7989067875090825,-0.2599635595836361,0.08798430537781976,-8.3813580532997,-0.27937860177665663,0.10011084368990408,-7.808266250646756,-0.2602755416882252,0.0869760534944628,-8.391872224747491,-0.2797290741582497,0.10057385768259008,-7.7741074800359335,-0.25913691600119776,0.0885407929889761,1.1005447669186612,1.0879843053778198,1.100110843689904,1.0869760534944628,1.10057385768259,1.088540792988976,0.8688029804583399,0.999605719601964,1.0825831638515777,clean,1,18,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12431,622,0.05003619982302309,11.66945494492419,30.0,1.0,37.24185186225945,1.0,0.1570597497206919,0.055563623593577686,1.0,0.1170202916319354,0.1019087395321447,-0.0005037442221205756,35.585479315516565,1.0150822795424659,5.715301714318299,0.04596731771267837,34.86353115459362,1.0061589614283768,5.620371978009625,35.921825892154395,1.0160370487730837,5.811903604707042,399.9999999999999,-0.1433543894197673,35.16023964636838,1.006107308132659,35.903306442391404,1.0157114591885255,-0.029755324922781844,35.172680459062455,1.006037950719004,33.0256777598766,1.0447291892632071,3.0000000000000004,1.9231919658638852,-0.8784627766006781,24.3834879554527,46.78747067558043,23.84760207769476,45.87946023149249,24.530494826928592,47.3131569573802,26.343265549776454,51.20095851527767,25.54415658160999,50.72407745069443,26.35104640348655,52.86736063373641,0.9399654464282204,1.115166408413057,0.9389148842919562,1.116271497958906,6.507488983622284,6.590537182927916,6.770152925978109,26.20079793457581,52.48787013313862,0.940398501291692,1.116624572672917,1.1386081276023192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.585479315516565,0.18618264385055217,0.015082279542465882,3.0256777598766007,0.10085592532922003,0.044729189263207125,4.863531154593623,0.16211770515312077,0.006158961428376797,5.921825892154395,0.1973941964051465,0.01603704877308365,5.160239646368382,0.1720079882122794,0.006107308132659028,5.903306442391404,0.1967768814130468,0.015711459188525456,5.172680459062455,0.17242268196874852,0.006037950719004037,1.0150822795424659,1.0061589614283768,1.0160370487730837,1.006107308132659,1.0157114591885255,1.006037950719004,-0.8784627766006781,1.0009405830934692,0.9770284698536501,clean,1,19,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12548,627,0.04996812240994581,11.714223911496617,30.0,1.0,37.14881193494225,1.0,0.21387097511334044,0.06842305446909135,1.0,0.13056915738907487,0.12071675978710839,0.004352787947810128,27.70536517458225,1.071038617281532,3.6470676070134846,0.05579281567653177,28.05390124179948,1.0820956288884507,3.6941579931870185,27.94543944675533,1.0737153103539336,3.683581236908978,399.9999999999999,-0.2910118726669877,28.13418247681038,1.0807963360085813,28.08746349087355,1.0726551343857074,-0.06365207650988587,28.280890789370037,1.0698395553032858,26.433168547148135,1.0813166906170524,399.9999999999999,-0.2572497431965324,1.3385664338135848,20.55711266483582,34.85361768432868,20.81335157515292,35.29445090844604,20.72562022241373,35.16525867109693,22.85694713673979,35.06056956933615,22.962317480305945,35.370570271228175,23.12681611677677,35.314414802441036,0.9913580681708528,1.1734381546633514,0.9907921054608291,1.1714885025189832,3.1546767647050027,3.1973726758515597,3.149970403243101,23.21392213294729,35.76898744692638,0.9906667884400118,1.1732760567392886,0.864989932908951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.2946348254177487,-0.07648782751392495,0.07103861728153205,-3.566831452851865,-0.11889438176172883,0.08131669061705238,-1.9460987582005203,-0.06486995860668401,0.08209562888845068,-2.05456055324467,-0.06848535177482233,0.07371531035393364,-1.8658175231896195,-0.06219391743965398,0.08079633600858127,-1.9125365091264506,-0.06375121697088168,0.07265513438570737,-1.7191092106299628,-0.057303640354332094,0.06983955530328578,1.071038617281532,1.0820956288884507,1.0737153103539336,1.0807963360085813,1.0726551343857074,1.0698395553032858,1.3385664338135848,1.0024991564535697,1.005009621251603,clean,1,20,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12469,623,0.04996391049803513,11.664847779153188,30.0,1.0,37.06409249268697,0.9983948635634029,0.16889064778410168,0.03564183362284519,1.0,0.09669549681020588,0.10981810883314932,-0.004106209434096626,34.63346388918724,0.9813965669674103,5.523255746966221,0.04570691036670491,35.165200403527066,0.9853638725281817,5.67522672091195,34.875443544194596,0.9813584477875583,5.591644418071688,399.9999999999999,-0.12839049306714356,35.15633078541897,0.9854997250133437,34.76573651311176,0.9808755732657716,-0.03016932742523353,35.17713637632382,0.9854722153394576,37.34836297382843,1.0154434950333886,399.9999999999999,0.2785674298939172,0.7368760651394715,23.807882625133445,45.459045153241036,24.041756030539645,46.28864477651449,23.915820484774088,45.835066603615104,26.173283165037006,48.282711415230885,26.65882880374641,48.95694726426949,26.225725372270976,48.21495876056678,0.8750194622622689,1.0917665746580392,0.8748276566657172,1.0938100281320255,5.791552898995986,6.003493170234218,5.809583495310435,26.173911383325724,48.651225615890965,0.8748818362594323,1.09317660823517,1.0485759060092652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.63346388918724,0.15444879630624134,-0.01860343303258971,7.348362973828429,0.24494543246094763,0.015443495033388599,5.165200403527066,0.17217334678423554,-0.014636127471818305,4.875443544194596,0.16251478480648654,-0.01864155221244168,5.156330785418973,0.1718776928472991,-0.014500274986656292,4.7657365131117615,0.15885788377039206,-0.019124426734228428,5.177136376323823,0.1725712125441274,-0.014527784660542387,0.9813965669674103,0.9853638725281817,0.9813584477875583,0.9854997250133437,0.9808755732657716,0.9854722153394576,0.7368760651394715,0.9999611582298787,1.0141190575083445,clean,1,21,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12477,624,0.05001202212070209,11.65497616647594,30.0,1.0,37.15997116175315,1.0,0.09067412004151484,0.05894841872461591,1.0,0.11299843064205942,0.056144827853475035,0.008547591310523036,34.862398220755566,0.9273330923788773,5.877064066043073,0.0459349713080519,35.70015670819775,0.933658153096574,6.109689005485394,34.98572080281308,0.9262658251327286,5.919001271749433,399.9999999999999,-0.1368560771231235,35.768589167810674,0.932023205716157,35.08887075396538,0.926491327149248,-0.028490401343535542,35.86449288602346,0.9324111535639417,44.6710963587761,0.991760847229355,399.9999999999999,-0.24548169634988803,1.2372425435792431,23.343352651311143,46.38144379019999,23.725166257446382,47.67514715894912,23.384478310184186,46.58696329544197,24.008303175753802,54.732720921365356,24.32808172214141,57.11356873933589,23.854161616394443,54.53008533893281,0.8639814723481256,1.0437080874012736,0.8620245981693515,1.0413221815562903,7.578525217771855,8.150431463171438,7.605009297883892,23.79308904003745,55.63534950672825,0.8623032948806834,1.041531604612336,1.2895086956018749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.862398220755566,0.1620799406918522,-0.07266690762112271,14.671096358776097,0.4890365452925366,-0.00823915277064502,5.700156708197753,0.19000522360659175,-0.06634184690342604,4.985720802813077,0.16619069342710258,-0.07373417486727141,5.768589167810674,0.19228630559368914,-0.06797679428384296,5.088870753965381,0.16962902513217937,-0.07350867285075202,5.864492886023463,0.1954830962007821,-0.06758884643605834,0.9273330923788773,0.933658153096574,0.9262658251327286,0.932023205716157,0.926491327149248,0.9324111535639417,1.2372425435792431,0.998849100441988,0.9784913882125618,clean,1,22,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
12482,624,0.04999198846338728,11.65928217162397,30.0,1.0,37.76003788286492,0.9983974358974359,0.19303082022547208,0.0451405046781004,1.0,0.21432049318312407,0.08708614172185418,0.003398643252876281,32.50277486775756,1.0358304181622027,4.602776633762553,0.04848966446060753,33.48917883661282,1.0416791650781465,4.836694428138993,32.70812668989646,1.0370889310933518,4.644191468632244,399.9999999999999,-0.18249941579308024,33.54519786136414,1.040113033367742,32.7170000870122,1.035934015432483,-0.043144802336201854,33.55172500123209,1.0395640308850251,38.21110588803296,1.054539217201462,9.598128955314905,-0.17135003760202522,1.2258892548034872,23.481332665582954,41.52421706993216,24.009257757460396,42.96909991576525,23.60551141137726,41.810741968415655,25.265029653338818,44.61491711634835,25.9725055530885,45.44029669566894,25.294702433310707,44.08242010914301,0.9566928275767131,1.1321541909496144,0.9585599878752474,1.1339566783706483,4.964316987810477,5.205701790297165,4.950789750317301,25.290463039253677,44.71015162523961,0.9570239368392651,1.1346463872984616,1.0785483161176956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5027748677575588,0.08342582892525195,0.03583041816220267,8.21110588803296,0.27370352960109867,0.05453921720146204,3.4891788366128225,0.11630596122042741,0.04167916507814651,2.70812668989646,0.09027088966321534,0.03708893109335176,3.5451978613641373,0.11817326204547124,0.04011303336774197,2.7170000870122024,0.09056666956707342,0.03593401543248298,3.551725001232093,0.11839083337440309,0.03956403088502514,1.0358304181622027,1.0416791650781465,1.0370889310933518,1.040113033367742,1.035934015432483,1.0395640308850251,1.2258892548034872,1.0012149797004244,1.1291035861080108,clean,1,23,0.0,7.5,0.0,0.05,2000.0,1.0,0.25,pure
