gene_name,gene_id,feature_type,id_class
PLAU,ENSG00000122861,Gene Expression,ENSG
PLAUR,ENSG00000011422,Gene Expression,ENSG
PLCB1,ENSG00000182621,Gene Expression,ENSG
PLCE1,ENSG00000138193,Gene Expression,ENSG
PLCG1,ENSG00000124181,Gene Expression,ENSG
PLCG2,ENSG00000197943,Gene Expression,ENSG
PLD1,ENSG00000075651,Gene Expression,ENSG
PLD2,ENSG00000129219,Gene Expression,ENSG
PLEC,ENSG00000178209,Gene Expression,ENSG
PLEKHA1,ENSG00000107679,Gene Expression,ENSG
PLEKHA2,ENSG00000169499,Gene Expression,ENSG
PLEKHB2,ENSG00000115762,Gene Expression,ENSG
PLEKHH2,ENSG00000152527,Gene Expression,ENSG
PLEKHM2,ENSG00000116786,Gene Expression,ENSG
PLEKHO1,ENSG00000023902,Gene Expression,ENSG
PLG,ENSG00000122194,Gene Expression,ENSG
PLIN1,ENSG00000166819,Gene Expression,ENSG
PLIN2,ENSG00000147872,Gene Expression,ENSG
PLIN4,ENSG00000167676,Gene Expression,ENSG
PLIN5,ENSG00000214456,Gene Expression,ENSG
PLK1,ENSG00000166851,Gene Expression,ENSG
PLK4,ENSG00000142731,Gene Expression,ENSG
PLN,ENSG00000198523,Gene Expression,ENSG
PLP2,ENSG00000102007,Gene Expression,ENSG
PLPP3,ENSG00000162407,Gene Expression,ENSG
PLS3,ENSG00000102024,Gene Expression,ENSG
PLSCR1,ENSG00000188313,Gene Expression,ENSG
PLSCR2,ENSG00000163746,Gene Expression,ENSG
PLTP,ENSG00000100979,Gene Expression,ENSG
PLVAP,ENSG00000130300,Gene Expression,ENSG
PLXDC1,ENSG00000161381,Gene Expression,ENSG
PLXNB2,ENSG00000196576,Gene Expression,ENSG
PLXNC1,ENSG00000136040,Gene Expression,ENSG
PM20D1,ENSG00000162877,Gene Expression,ENSG
PM20D2,ENSG00000146281,Gene Expression,ENSG
PMAIP1,ENSG00000141682,Gene Expression,ENSG
PMCH,ENSG00000183395,Gene Expression,ENSG
PMFBP1,ENSG00000118557,Gene Expression,ENSG
PML,ENSG00000140464,Gene Expression,ENSG
PMM2,ENSG00000140650,Gene Expression,ENSG
PMP22,ENSG00000109099,Gene Expression,ENSG
PMS1,ENSG00000064933,Gene Expression,ENSG
PMS2,ENSG00000122512,Gene Expression,ENSG
PNMA1,ENSG00000176903,Gene Expression,ENSG
PNMA2,ENSG00000240694,Gene Expression,ENSG
PNOC,ENSG00000168081,Gene Expression,ENSG
PNP,ENSG00000198805,Gene Expression,ENSG
PNPLA1,ENSG00000180316,Gene Expression,ENSG
PNPLA2,ENSG00000177666,Gene Expression,ENSG
PNPLA3,ENSG00000100344,Gene Expression,ENSG
PNPLA6,ENSG00000032444,Gene Expression,ENSG
PNPT1,ENSG00000138035,Gene Expression,ENSG
PODXL,ENSG00000128567,Gene Expression,ENSG
POGLUT2,ENSG00000134901,Gene Expression,ENSG
POGZ,ENSG00000143442,Gene Expression,ENSG
POLB,ENSG00000070501,Gene Expression,ENSG
POLD1,ENSG00000062822,Gene Expression,ENSG
POLDIP2,ENSG00000004142,Gene Expression,ENSG
POLE,ENSG00000177084,Gene Expression,ENSG
POLH,ENSG00000170734,Gene Expression,ENSG
POLR2A,ENSG00000181222,Gene Expression,ENSG
POLR2B,ENSG00000047315,Gene Expression,ENSG
POLR2C,ENSG00000102978,Gene Expression,ENSG
POLR2E,ENSG00000099817,Gene Expression,ENSG
POLR2G,ENSG00000168002,Gene Expression,ENSG
POLR2H,ENSG00000163882,Gene Expression,ENSG
POLR2M,ENSG00000255529,Gene Expression,ENSG
POMC,ENSG00000115138,Gene Expression,ENSG
POMGNT1,ENSG00000085998,Gene Expression,ENSG
POMT1,ENSG00000130714,Gene Expression,ENSG
PON1,ENSG00000005421,Gene Expression,ENSG
PON2,ENSG00000105854,Gene Expression,ENSG
POPDC3,ENSG00000132429,Gene Expression,ENSG
POR,ENSG00000127948,Gene Expression,ENSG
PORCN,ENSG00000102312,Gene Expression,ENSG
POSTN,ENSG00000133110,Gene Expression,ENSG
POTEF,ENSG00000196604,Gene Expression,ENSG
POTEI,ENSG00000196834,Gene Expression,ENSG
POTEJ,ENSG00000222038,Gene Expression,ENSG
POU1F1,ENSG00000064835,Gene Expression,ENSG
POU2AF1,ENSG00000110777,Gene Expression,ENSG
POU2F1,ENSG00000143190,Gene Expression,ENSG
POU2F2,ENSG00000028277,Gene Expression,ENSG
POU2F3,ENSG00000137709,Gene Expression,ENSG
POU3F1,ENSG00000185668,Gene Expression,ENSG
POU3F3,ENSG00000198914,Gene Expression,ENSG
POU3F4,ENSG00000196767,Gene Expression,ENSG
POU4F3,ENSG00000091010,Gene Expression,ENSG
POU5F1,ENSG00000204531,Gene Expression,ENSG
PPARA,ENSG00000186951,Gene Expression,ENSG
PPARD,ENSG00000112033,Gene Expression,ENSG
PPARG,ENSG00000132170,Gene Expression,ENSG
PPARGC1A,ENSG00000109819,Gene Expression,ENSG
PPFIA1,ENSG00000131626,Gene Expression,ENSG
PPFIA3,ENSG00000177380,Gene Expression,ENSG
PPFIA4,ENSG00000143847,Gene Expression,ENSG
PPIC,ENSG00000168938,Gene Expression,ENSG
PPID,ENSG00000171497,Gene Expression,ENSG
PPIF,ENSG00000108179,Gene Expression,ENSG
PPM1A,ENSG00000100614,Gene Expression,ENSG
PPM1D,ENSG00000170836,Gene Expression,ENSG
PPM1H,ENSG00000111110,Gene Expression,ENSG
PPP1CA,ENSG00000172531,Gene Expression,ENSG
PPP1R15B,ENSG00000158615,Gene Expression,ENSG
PPP1R16B,ENSG00000101445,Gene Expression,ENSG
PPP1R1B,ENSG00000131771,Gene Expression,ENSG
PPP1R1C,ENSG00000150722,Gene Expression,ENSG
PPP1R37,ENSG00000104866,Gene Expression,ENSG
PPP1R7,ENSG00000115685,Gene Expression,ENSG
PPP1R9B,ENSG00000108819,Gene Expression,ENSG
PPP2CA,ENSG00000113575,Gene Expression,ENSG
PPP2R1A,ENSG00000105568,Gene Expression,ENSG
PPP2R3A,ENSG00000073711,Gene Expression,ENSG
PPP2R3C,ENSG00000092020,Gene Expression,ENSG
PPP3CA,ENSG00000138814,Gene Expression,ENSG
PPP4R1,ENSG00000154845,Gene Expression,ENSG
PPP4R4,ENSG00000119698,Gene Expression,ENSG
PRAME,ENSG00000185686,Gene Expression,ENSG
PRC1,ENSG00000198901,Gene Expression,ENSG
PRCP,ENSG00000137509,Gene Expression,ENSG
PRDM1,ENSG00000057657,Gene Expression,ENSG
PRDM10,ENSG00000170325,Gene Expression,ENSG
PRDM12,ENSG00000130711,Gene Expression,ENSG
PRDM13,ENSG00000112238,Gene Expression,ENSG
PRDM15,ENSG00000141956,Gene Expression,ENSG
PRDM6,ENSG00000061455,Gene Expression,ENSG
PREP,ENSG00000085377,Gene Expression,ENSG
PREPL,ENSG00000138078,Gene Expression,ENSG
PRF1,ENSG00000180644,Gene Expression,ENSG
PRG2,ENSG00000186652,Gene Expression,ENSG
PRG4,ENSG00000116690,Gene Expression,ENSG
PRICKLE1,ENSG00000139174,Gene Expression,ENSG
PRKAA1,ENSG00000132356,Gene Expression,ENSG
PRKAA2,ENSG00000162409,Gene Expression,ENSG
PRKAB1,ENSG00000111725,Gene Expression,ENSG
PRKACA,ENSG00000072062,Gene Expression,ENSG
PRKACB,ENSG00000142875,Gene Expression,ENSG
PRKAG1,ENSG00000181929,Gene Expression,ENSG
PRKAG2,ENSG00000106617,Gene Expression,ENSG
PRKAR1A,ENSG00000108946,Gene Expression,ENSG
PRKCA,ENSG00000154229,Gene Expression,ENSG
PRKCB,ENSG00000166501,Gene Expression,ENSG
PRKCD,ENSG00000163932,Gene Expression,ENSG
PRKCE,ENSG00000171132,Gene Expression,ENSG
PRKCG,ENSG00000126583,Gene Expression,ENSG
PRKCH,ENSG00000027075,Gene Expression,ENSG
PRKCI,ENSG00000163558,Gene Expression,ENSG
PRKCQ,ENSG00000065675,Gene Expression,ENSG
PRKCZ,ENSG00000067606,Gene Expression,ENSG
PRKD1,ENSG00000184304,Gene Expression,ENSG
PRKD3,ENSG00000115825,Gene Expression,ENSG
PRKDC,ENSG00000253729,Gene Expression,ENSG
PRKN,ENSG00000185345,Gene Expression,ENSG
PRKRA,ENSG00000180228,Gene Expression,ENSG
PRL,ENSG00000172179,Gene Expression,ENSG
PRLR,ENSG00000113494,Gene Expression,ENSG
PRM1,ENSG00000175646,Gene Expression,ENSG
PRMT1,ENSG00000126457,Gene Expression,ENSG
PRMT5,ENSG00000100462,Gene Expression,ENSG
PRMT8,ENSG00000111218,Gene Expression,ENSG
PRMT9,ENSG00000164169,Gene Expression,ENSG
PRNCR1,ENSG00000282961,Gene Expression,ENSG
PRNP,ENSG00000171867,Gene Expression,ENSG
PROC,ENSG00000115718,Gene Expression,ENSG
PROCR,ENSG00000101000,Gene Expression,ENSG
PRODH,ENSG00000100033,Gene Expression,ENSG
PROKR2,ENSG00000101292,Gene Expression,ENSG
PROM1,ENSG00000007062,Gene Expression,ENSG
PROM2,ENSG00000155066,Gene Expression,ENSG
PROP1,ENSG00000175325,Gene Expression,ENSG
PROS1,ENSG00000184500,Gene Expression,ENSG
PROSER1,ENSG00000120685,Gene Expression,ENSG
PROX1,ENSG00000117707,Gene Expression,ENSG
PRPF19,ENSG00000110107,Gene Expression,ENSG
PRPF3,ENSG00000117360,Gene Expression,ENSG
PRPF31,ENSG00000105618,Gene Expression,ENSG
PRPF8,ENSG00000174231,Gene Expression,ENSG
PRPH,ENSG00000135406,Gene Expression,ENSG
PRPH2,ENSG00000112619,Gene Expression,ENSG
PRPS1,ENSG00000147224,Gene Expression,ENSG
PRPS2,ENSG00000101911,Gene Expression,ENSG
PRPSAP1,ENSG00000161542,Gene Expression,ENSG
PRR11,ENSG00000068489,Gene Expression,ENSG
PRR13,ENSG00000205352,Gene Expression,ENSG
PRR14L,ENSG00000183530,Gene Expression,ENSG
PRRC2A,ENSG00000204469,Gene Expression,ENSG
PRRG2,ENSG00000126460,Gene Expression,ENSG
PRRT2,ENSG00000167371,Gene Expression,ENSG
PRRX1,ENSG00000116132,Gene Expression,ENSG
PRSS16,ENSG00000112812,Gene Expression,ENSG
PRTN3,ENSG00000196415,Gene Expression,ENSG
PRXL2A,ENSG00000122378,Gene Expression,ENSG
PSD,ENSG00000059915,Gene Expression,ENSG
PSD3,ENSG00000156011,Gene Expression,ENSG
PSEN1,ENSG00000080815,Gene Expression,ENSG
PSEN2,ENSG00000143801,Gene Expression,ENSG
PSENEN,ENSG00000205155,Gene Expression,ENSG
PSG1,ENSG00000231924,Gene Expression,ENSG
PSIP1,ENSG00000164985,Gene Expression,ENSG
PSKH1,ENSG00000159792,Gene Expression,ENSG
PSMA6,ENSG00000100902,Gene Expression,ENSG
PSMB5,ENSG00000100804,Gene Expression,ENSG
PSMC2,ENSG00000161057,Gene Expression,ENSG
PSMC5,ENSG00000087191,Gene Expression,ENSG
PSMD1,ENSG00000173692,Gene Expression,ENSG
PSMD10,ENSG00000101843,Gene Expression,ENSG
PSMD2,ENSG00000175166,Gene Expression,ENSG
PSMD3,ENSG00000108344,Gene Expression,ENSG
PSMD4,ENSG00000159352,Gene Expression,ENSG
PSME3,ENSG00000131467,Gene Expression,ENSG
PSPC1,ENSG00000121390,Gene Expression,ENSG
PSRC1,ENSG00000134222,Gene Expression,ENSG
PSTPIP2,ENSG00000152229,Gene Expression,ENSG
PTAFR,ENSG00000169403,Gene Expression,ENSG
PTBP1,ENSG00000011304,Gene Expression,ENSG
PTBP2,ENSG00000117569,Gene Expression,ENSG
PTCD1,ENSG00000106246,Gene Expression,ENSG
PTCD2,ENSG00000049883,Gene Expression,ENSG
PTCD3,ENSG00000132300,Gene Expression,ENSG
PTCH1,ENSG00000185920,Gene Expression,ENSG
PTDSS1,ENSG00000156471,Gene Expression,ENSG
PTEN,ENSG00000171862,Gene Expression,ENSG
PTGDR,ENSG00000168229,Gene Expression,ENSG
PTGDR2,ENSG00000183134,Gene Expression,ENSG
PTGER2,ENSG00000125384,Gene Expression,ENSG
PTGER3,ENSG00000050628,Gene Expression,ENSG
PTGER4,ENSG00000171522,Gene Expression,ENSG
PTGES,ENSG00000148344,Gene Expression,ENSG
PTGES3,ENSG00000110958,Gene Expression,ENSG
PTGFR,ENSG00000122420,Gene Expression,ENSG
PTGFRN,ENSG00000134247,Gene Expression,ENSG
PTGIR,ENSG00000160013,Gene Expression,ENSG
PTGIS,ENSG00000124212,Gene Expression,ENSG
PTGS1,ENSG00000095303,Gene Expression,ENSG
PTGS2,ENSG00000073756,Gene Expression,ENSG
PTH,ENSG00000152266,Gene Expression,ENSG
PTH1R,ENSG00000160801,Gene Expression,ENSG
PTH2R,ENSG00000144407,Gene Expression,ENSG
PTHLH,ENSG00000087494,Gene Expression,ENSG
PTK2,ENSG00000169398,Gene Expression,ENSG
PTK2B,ENSG00000120899,Gene Expression,ENSG
PTK6,ENSG00000101213,Gene Expression,ENSG
PTK7,ENSG00000112655,Gene Expression,ENSG
PTOV1,ENSG00000104960,Gene Expression,ENSG
PTP4A1,ENSG00000112245,Gene Expression,ENSG
PTP4A3,ENSG00000184489,Gene Expression,ENSG
PTPA,ENSG00000119383,Gene Expression,ENSG
PTPDC1,ENSG00000158079,Gene Expression,ENSG
PTPN1,ENSG00000196396,Gene Expression,ENSG
PTPN11,ENSG00000179295,Gene Expression,ENSG
PTPN13,ENSG00000163629,Gene Expression,ENSG
PTPN2,ENSG00000175354,Gene Expression,ENSG
PTPN22,ENSG00000134242,Gene Expression,ENSG
PTPN5,ENSG00000110786,Gene Expression,ENSG
PTPN6,ENSG00000111679,Gene Expression,ENSG
PTPRB,ENSG00000127329,Gene Expression,ENSG
PTPRC,ENSG00000081237,Gene Expression,ENSG
PTPRF,ENSG00000142949,Gene Expression,ENSG
PTPRG,ENSG00000144724,Gene Expression,ENSG
PTPRJ,ENSG00000149177,Gene Expression,ENSG
PTPRM,ENSG00000173482,Gene Expression,ENSG
PTPRQ,ENSG00000139304,Gene Expression,ENSG
PTPRU,ENSG00000060656,Gene Expression,ENSG
PTPRZ1,ENSG00000106278,Gene Expression,ENSG
PTTG1,ENSG00000164611,Gene Expression,ENSG
PTX3,ENSG00000163661,Gene Expression,ENSG
PUM3,ENSG00000080608,Gene Expression,ENSG
PURB,ENSG00000146676,Gene Expression,ENSG
PUSL1,ENSG00000169972,Gene Expression,ENSG
PVR,ENSG00000073008,Gene Expression,ENSG
PVT1,ENSG00000249859,Gene Expression,ENSG
PWP1,ENSG00000136045,Gene Expression,ENSG
PWWP3A,ENSG00000160953,Gene Expression,ENSG
PXN,ENSG00000089159,Gene Expression,ENSG
PYCARD,ENSG00000103490,Gene Expression,ENSG
PYGB,ENSG00000100994,Gene Expression,ENSG
PYGL,ENSG00000100504,Gene Expression,ENSG
PYGM,ENSG00000068976,Gene Expression,ENSG
PYM1,ENSG00000170473,Gene Expression,ENSG
PZP,ENSG00000126838,Gene Expression,ENSG
QPCTL,ENSG00000011478,Gene Expression,ENSG
QRFPR,ENSG00000186867,Gene Expression,ENSG
R3HDM1,ENSG00000048991,Gene Expression,ENSG
R3HDM2,ENSG00000179912,Gene Expression,ENSG
RAB11A,ENSG00000103769,Gene Expression,ENSG
RAB11FIP5,ENSG00000135631,Gene Expression,ENSG
RAB27A,ENSG00000069974,Gene Expression,ENSG
RAB28,ENSG00000157869,Gene Expression,ENSG
RAB5A,ENSG00000144566,Gene Expression,ENSG
RAB6C,ENSG00000222014,Gene Expression,ENSG
RAB7A,ENSG00000075785,Gene Expression,ENSG
RAB8A,ENSG00000167461,Gene Expression,ENSG
RAB9A,ENSG00000123595,Gene Expression,ENSG
RABL2B,ENSG00000079974,Gene Expression,ENSG
RABL3,ENSG00000144840,Gene Expression,ENSG
RABL6,ENSG00000196642,Gene Expression,ENSG
RAC1,ENSG00000136238,Gene Expression,ENSG
RACGAP1,ENSG00000161800,Gene Expression,ENSG
RAD18,ENSG00000070950,Gene Expression,ENSG
RAD50,ENSG00000113522,Gene Expression,ENSG
RAD51,ENSG00000051180,Gene Expression,ENSG
RAD52,ENSG00000002016,Gene Expression,ENSG
RAD54L,ENSG00000085999,Gene Expression,ENSG
RAD54L2,ENSG00000164080,Gene Expression,ENSG
RAF1,ENSG00000132155,Gene Expression,ENSG
RAG1,ENSG00000166349,Gene Expression,ENSG
RAI14,ENSG00000039560,Gene Expression,ENSG
RAI2,ENSG00000131831,Gene Expression,ENSG
RALGPS1,ENSG00000136828,Gene Expression,ENSG
RAN,ENSG00000132341,Gene Expression,ENSG
RANBP2,ENSG00000153201,Gene Expression,ENSG
RANBP3,ENSG00000031823,Gene Expression,ENSG
RANBP9,ENSG00000010017,Gene Expression,ENSG
RANGAP1,ENSG00000100401,Gene Expression,ENSG
RAP1A,ENSG00000116473,Gene Expression,ENSG
RAP2A,ENSG00000125249,Gene Expression,ENSG
RAPGEF3,ENSG00000079337,Gene Expression,ENSG
RAPGEF5,ENSG00000136237,Gene Expression,ENSG
RAPGEF6,ENSG00000158987,Gene Expression,ENSG
RARA,ENSG00000131759,Gene Expression,ENSG
RARB,ENSG00000077092,Gene Expression,ENSG
RASA1,ENSG00000145715,Gene Expression,ENSG
RASD1,ENSG00000108551,Gene Expression,ENSG
RASD2,ENSG00000100302,Gene Expression,ENSG
RASGEF1C,ENSG00000146090,Gene Expression,ENSG
RASGRP1,ENSG00000172575,Gene Expression,ENSG
RASSF1,ENSG00000068028,Gene Expression,ENSG
RASSF2,ENSG00000101265,Gene Expression,ENSG
RASSF3,ENSG00000153179,Gene Expression,ENSG
RASSF4,ENSG00000107551,Gene Expression,ENSG
RASSF5,ENSG00000266094,Gene Expression,ENSG
RASSF8,ENSG00000123094,Gene Expression,ENSG
RAVER1,ENSG00000161847,Gene Expression,ENSG
RB1,ENSG00000139687,Gene Expression,ENSG
RBBP4,ENSG00000162521,Gene Expression,ENSG
RBBP5,ENSG00000117222,Gene Expression,ENSG
RBBP7,ENSG00000102054,Gene Expression,ENSG
RBBP8,ENSG00000101773,Gene Expression,ENSG
RBCK1,ENSG00000125826,Gene Expression,ENSG
RBL2,ENSG00000103479,Gene Expression,ENSG
RBM10,ENSG00000182872,Gene Expression,ENSG
RBM12,ENSG00000244462,Gene Expression,ENSG
RBM14,ENSG00000239306,Gene Expression,ENSG
RBM15,ENSG00000162775,Gene Expression,ENSG
RBM19,ENSG00000122965,Gene Expression,ENSG
RBM20,ENSG00000203867,Gene Expression,ENSG
RBM23,ENSG00000100461,Gene Expression,ENSG
RBM27,ENSG00000091009,Gene Expression,ENSG
RBM34,ENSG00000188739,Gene Expression,ENSG
RBM38,ENSG00000132819,Gene Expression,ENSG
RBMS1,ENSG00000153250,Gene Expression,ENSG
RBMS2,ENSG00000076067,Gene Expression,ENSG
RBMS3,ENSG00000144642,Gene Expression,ENSG
RBMX,ENSG00000147274,Gene Expression,ENSG
RBPJ,ENSG00000168214,Gene Expression,ENSG
RBPMS,ENSG00000157110,Gene Expression,ENSG
RBX1,ENSG00000100387,Gene Expression,ENSG
RC3H1,ENSG00000135870,Gene Expression,ENSG
RC3H2,ENSG00000056586,Gene Expression,ENSG
RCAN2,ENSG00000172348,Gene Expression,ENSG
RCC1,ENSG00000180198,Gene Expression,ENSG
RCN2,ENSG00000117906,Gene Expression,ENSG
RCOR1,ENSG00000089902,Gene Expression,ENSG
RCOR3,ENSG00000117625,Gene Expression,ENSG
RDM1,ENSG00000278023,Gene Expression,ENSG
RECK,ENSG00000122707,Gene Expression,ENSG
RECQL,ENSG00000004700,Gene Expression,ENSG
RECQL4,ENSG00000160957,Gene Expression,ENSG
REEP4,ENSG00000168476,Gene Expression,ENSG
REEP6,ENSG00000115255,Gene Expression,ENSG
REL,ENSG00000162924,Gene Expression,ENSG
RELA,ENSG00000173039,Gene Expression,ENSG
RELB,ENSG00000104856,Gene Expression,ENSG
RELN,ENSG00000189056,Gene Expression,ENSG
RELT,ENSG00000054967,Gene Expression,ENSG
REN,ENSG00000143839,Gene Expression,ENSG
REPS1,ENSG00000135597,Gene Expression,ENSG
RERG,ENSG00000134533,Gene Expression,ENSG
REST,ENSG00000084093,Gene Expression,ENSG
RET,ENSG00000165731,Gene Expression,ENSG
RETN,ENSG00000104918,Gene Expression,ENSG
RETREG1,ENSG00000154153,Gene Expression,ENSG
RETREG3,ENSG00000141699,Gene Expression,ENSG
REXO2,ENSG00000076043,Gene Expression,ENSG
RFC3,ENSG00000133119,Gene Expression,ENSG
RFC4,ENSG00000163918,Gene Expression,ENSG
RFC5,ENSG00000111445,Gene Expression,ENSG
RFPL3,ENSG00000128276,Gene Expression,ENSG
RFTN1,ENSG00000131378,Gene Expression,ENSG
RFX1,ENSG00000132005,Gene Expression,ENSG
RFX2,ENSG00000087903,Gene Expression,ENSG
RFX4,ENSG00000111783,Gene Expression,ENSG
RFX5,ENSG00000143390,Gene Expression,ENSG
RGN,ENSG00000130988,Gene Expression,ENSG
RGPD1,ENSG00000187627,Gene Expression,ENSG
RGPD6,ENSG00000183054,Gene Expression,ENSG
RGPD8,ENSG00000169629,Gene Expression,ENSG
RGS1,ENSG00000090104,Gene Expression,ENSG
RGS4,ENSG00000117152,Gene Expression,ENSG
RGS5,ENSG00000143248,Gene Expression,ENSG
RHAG,ENSG00000112077,Gene Expression,ENSG
RHBDD1,ENSG00000144468,Gene Expression,ENSG
RHBDD2,ENSG00000005486,Gene Expression,ENSG
RHCE,ENSG00000188672,Gene Expression,ENSG
RHD,ENSG00000187010,Gene Expression,ENSG
RHEB,ENSG00000106615,Gene Expression,ENSG
RHOA,ENSG00000067560,Gene Expression,ENSG
RHOC,ENSG00000155366,Gene Expression,ENSG
RHOH,ENSG00000168421,Gene Expression,ENSG
RHOT1,ENSG00000126858,Gene Expression,ENSG
RHOXF2,ENSG00000131721,Gene Expression,ENSG
RIC8A,ENSG00000177963,Gene Expression,ENSG
RIDA,ENSG00000132541,Gene Expression,ENSG
RILPL1,ENSG00000188026,Gene Expression,ENSG
RILPL2,ENSG00000150977,Gene Expression,ENSG
RIMS3,ENSG00000117016,Gene Expression,ENSG
RIMS4,ENSG00000101098,Gene Expression,ENSG
RIOX1,ENSG00000170468,Gene Expression,ENSG
RIPK1,ENSG00000137275,Gene Expression,ENSG
RIPK2,ENSG00000104312,Gene Expression,ENSG
RIPK3,ENSG00000129465,Gene Expression,ENSG
