section,label_set,cell_type,call,n_all,n_senders_all,n_nonsenders_all,prevalence_pct_all,n_scored,n_senders_scored,n_nonsenders_scored,prevalence_pct_scored,pass_band,pass_senders,pass_nonsenders,passes_A3
SPLN43,merged,Mono/Mac/DC,tierApm_p95__downstream_arrest,39078,1955,37123,5.003,39078,1955,37123,5.003,True,True,True,True
SPLN43,merged,Neutrophils,tierApm_p95__downstream_arrest,2688,135,2553,5.022,2688,135,2553,5.022,True,False,False,False
SPLN43,merged,Plasma cells,tierApm_p95__downstream_arrest,9861,493,9368,4.999,9861,493,9368,4.999,True,True,True,True
SPLN43,merged,Stromal,tierApm_p95__downstream_arrest,28755,1439,27316,5.004,28755,1439,27316,5.004,True,True,True,True
SPLN43,merged,T/NK cells,tierApm_p95__downstream_arrest,24815,0,24815,0.0,24815,0,24815,0.0,False,False,True,False
SPLN43,merged,B cells,tierApm_p95__emt_ecm,45873,2294,43579,5.001,45873,2294,43579,5.001,True,True,True,True
SPLN43,merged,Endothelial,tierApm_p95__emt_ecm,56471,2824,53647,5.001,56471,2824,53647,5.001,True,True,True,True
SPLN43,merged,Mono/Mac/DC,tierApm_p95__emt_ecm,39078,1955,37123,5.003,39078,1955,37123,5.003,True,True,True,True
SPLN43,merged,Neutrophils,tierApm_p95__emt_ecm,2688,135,2553,5.022,2688,135,2553,5.022,True,False,False,False
SPLN43,merged,Plasma cells,tierApm_p95__emt_ecm,9861,493,9368,4.999,9861,493,9368,4.999,True,True,True,True
SPLN43,merged,Stromal,tierApm_p95__emt_ecm,28755,1439,27316,5.004,28755,1439,27316,5.004,True,True,True,True
SPLN43,merged,T/NK cells,tierApm_p95__emt_ecm,24815,0,24815,0.0,24815,0,24815,0.0,False,False,True,False
SPLN43,merged,B cells,tierApm_p95__il6_jak_stat3,45873,2294,43579,5.001,45873,2294,43579,5.001,True,True,True,True
SPLN43,merged,Endothelial,tierApm_p95__il6_jak_stat3,56471,2824,53647,5.001,56471,2824,53647,5.001,True,True,True,True
SPLN43,merged,Mono/Mac/DC,tierApm_p95__il6_jak_stat3,39078,1955,37123,5.003,39078,1955,37123,5.003,True,True,True,True
SPLN43,merged,Neutrophils,tierApm_p95__il6_jak_stat3,2688,135,2553,5.022,2688,135,2553,5.022,True,False,False,False
SPLN43,merged,Plasma cells,tierApm_p95__il6_jak_stat3,9861,493,9368,4.999,9861,493,9368,4.999,True,True,True,True
SPLN43,merged,Stromal,tierApm_p95__il6_jak_stat3,28755,1438,27317,5.001,28755,1438,27317,5.001,True,True,True,True
SPLN43,merged,T/NK cells,tierApm_p95__il6_jak_stat3,24815,0,24815,0.0,24815,0,24815,0.0,False,False,True,False
SPLN43,merged,B cells,tierApm_p95__interferon_response,45873,2294,43579,5.001,45873,2294,43579,5.001,True,True,True,True
SPLN43,merged,Endothelial,tierApm_p95__interferon_response,56471,2824,53647,5.001,56471,2824,53647,5.001,True,True,True,True
SPLN43,merged,Mono/Mac/DC,tierApm_p95__interferon_response,39078,1955,37123,5.003,39078,1955,37123,5.003,True,True,True,True
SPLN43,merged,Neutrophils,tierApm_p95__interferon_response,2688,135,2553,5.022,2688,135,2553,5.022,True,False,False,False
SPLN43,merged,Plasma cells,tierApm_p95__interferon_response,9861,493,9368,4.999,9861,493,9368,4.999,True,True,True,True
SPLN43,merged,Stromal,tierApm_p95__interferon_response,28755,1439,27316,5.004,28755,1439,27316,5.004,True,True,True,True
SPLN43,merged,T/NK cells,tierApm_p95__interferon_response,24815,0,24815,0.0,24815,0,24815,0.0,False,False,True,False
SPLN43,merged,B cells,tierApm_p95__oxidative_stress,45873,2294,43579,5.001,45873,2294,43579,5.001,True,True,True,True
SPLN43,merged,Endothelial,tierApm_p95__oxidative_stress,56471,2824,53647,5.001,56471,2824,53647,5.001,True,True,True,True
SPLN43,merged,Mono/Mac/DC,tierApm_p95__oxidative_stress,39078,1955,37123,5.003,39078,1955,37123,5.003,True,True,True,True
SPLN43,merged,Neutrophils,tierApm_p95__oxidative_stress,2688,135,2553,5.022,2688,135,2553,5.022,True,False,False,False
SPLN43,merged,Plasma cells,tierApm_p95__oxidative_stress,9861,493,9368,4.999,9861,493,9368,4.999,True,True,True,True
SPLN43,merged,Stromal,tierApm_p95__oxidative_stress,28755,1439,27316,5.004,28755,1439,27316,5.004,True,True,True,True
SPLN43,merged,T/NK cells,tierApm_p95__oxidative_stress,24815,0,24815,0.0,24815,0,24815,0.0,False,False,True,False
SPLN43,merged,B cells,tierApm_p95__secondary_senescence,45873,2294,43579,5.001,45873,2294,43579,5.001,True,True,True,True
SPLN43,merged,Endothelial,tierApm_p95__secondary_senescence,56471,2824,53647,5.001,56471,2824,53647,5.001,True,True,True,True
SPLN43,merged,Mono/Mac/DC,tierApm_p95__secondary_senescence,39078,1955,37123,5.003,39078,1955,37123,5.003,True,True,True,True
SPLN43,merged,Neutrophils,tierApm_p95__secondary_senescence,2688,135,2553,5.022,2688,135,2553,5.022,True,False,False,False
SPLN43,merged,Plasma cells,tierApm_p95__secondary_senescence,9861,493,9368,4.999,9861,493,9368,4.999,True,True,True,True
SPLN43,merged,Stromal,tierApm_p95__secondary_senescence,28755,1438,27317,5.001,28755,1438,27317,5.001,True,True,True,True
SPLN43,merged,T/NK cells,tierApm_p95__secondary_senescence,24815,0,24815,0.0,24815,0,24815,0.0,False,False,True,False
SPLN43,merged,B cells,tierApm_p95__tnfa_nfkb_proximal,45873,2294,43579,5.001,45873,2294,43579,5.001,True,True,True,True
SPLN43,merged,Endothelial,tierApm_p95__tnfa_nfkb_proximal,56471,2824,53647,5.001,56471,2824,53647,5.001,True,True,True,True
SPLN43,merged,Mono/Mac/DC,tierApm_p95__tnfa_nfkb_proximal,39078,1953,37125,4.998,39078,1953,37125,4.998,True,True,True,True
SPLN43,merged,Neutrophils,tierApm_p95__tnfa_nfkb_proximal,2688,135,2553,5.022,2688,135,2553,5.022,True,False,False,False
SPLN43,merged,Plasma cells,tierApm_p95__tnfa_nfkb_proximal,9861,493,9368,4.999,9861,493,9368,4.999,True,True,True,True
SPLN43,merged,Stromal,tierApm_p95__tnfa_nfkb_proximal,28755,1439,27316,5.004,28755,1439,27316,5.004,True,True,True,True
SPLN43,merged,T/NK cells,tierApm_p95__tnfa_nfkb_proximal,24815,0,24815,0.0,24815,0,24815,0.0,False,False,True,False
SPLN44,fine,Endothelial cells,tierA_p90,53815,5382,48433,10.001,53815,5382,48433,10.001,True,True,True,True
SPLN44,fine,Erythroid cells,tierA_p90,6476,648,5828,10.006,6476,648,5828,10.006,True,True,True,True
SPLN44,fine,Fibroblasts,tierA_p90,18170,1817,16353,10.0,18170,1817,16353,10.0,True,True,True,True
SPLN44,fine,Follicular B cells,tierA_p90,40376,4038,36338,10.001,40376,4038,36338,10.001,True,True,True,True
SPLN44,fine,Megakaryocytes,tierA_p90,761,76,685,9.987,761,76,685,9.987,True,False,False,False
SPLN44,fine,Monocytes,tierA_p90,18272,1828,16444,10.004,18272,1828,16444,10.004,True,True,True,True
SPLN44,fine,NK cells,tierA_p90,5894,590,5304,10.01,5894,590,5304,10.01,True,True,True,True
SPLN44,fine,Neutrophils,tierA_p90,6343,635,5708,10.011,6343,635,5708,10.011,True,True,True,True
SPLN44,fine,Plasma cells,tierA_p90,12423,1243,11180,10.006,12423,1243,11180,10.006,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierA_p90,29565,2957,26608,10.002,29565,2957,26608,10.002,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierA_p90,14117,1412,12705,10.002,14117,1412,12705,10.002,True,True,True,True
SPLN44,fine,cDC1,tierA_p90,1270,127,1143,10.0,1270,127,1143,10.0,True,False,False,False
SPLN44,fine,cDC2,tierA_p90,5553,556,4997,10.013,5553,556,4997,10.013,True,True,False,False
SPLN44,fine,Endothelial cells,senepy_p90,53815,5382,48433,10.001,53815,5382,48433,10.001,True,True,True,True
SPLN44,fine,Erythroid cells,senepy_p90,6476,0,6476,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Fibroblasts,senepy_p90,18170,1817,16353,10.0,18170,1817,16353,10.0,True,True,True,True
SPLN44,fine,Follicular B cells,senepy_p90,40376,4038,36338,10.001,40376,4038,36338,10.001,True,True,True,True
SPLN44,fine,Megakaryocytes,senepy_p90,761,0,761,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Monocytes,senepy_p90,18272,1828,16444,10.004,18272,1828,16444,10.004,True,True,True,True
SPLN44,fine,NK cells,senepy_p90,5894,590,5304,10.01,5894,590,5304,10.01,True,True,True,True
SPLN44,fine,Neutrophils,senepy_p90,6343,635,5708,10.011,6343,635,5708,10.011,True,True,True,True
SPLN44,fine,Plasma cells,senepy_p90,12423,1242,11181,9.998,12423,1242,11181,9.998,True,True,True,True
SPLN44,fine,Red pulp macrophages,senepy_p90,29565,2957,26608,10.002,29565,2957,26608,10.002,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,senepy_p90,14117,1412,12705,10.002,14117,1412,12705,10.002,True,True,True,True
SPLN44,fine,cDC1,senepy_p90,1270,0,1270,0.0,0,0,0,,False,False,False,False
SPLN44,fine,cDC2,senepy_p90,5553,0,5553,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Endothelial cells,tierA_p95,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierA_p95,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierA_p95,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierA_p95,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierA_p95,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierA_p95,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierA_p95,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierA_p95,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierA_p95,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierA_p95,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierA_p95,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,tierA_p95,1270,64,1206,5.039,1270,64,1206,5.039,True,False,False,False
SPLN44,fine,cDC2,tierA_p95,5553,278,5275,5.006,5553,278,5275,5.006,True,True,True,True
SPLN44,fine,Endothelial cells,senepy_p95,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,senepy_p95,6476,0,6476,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Fibroblasts,senepy_p95,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,senepy_p95,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,senepy_p95,761,0,761,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Monocytes,senepy_p95,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,senepy_p95,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,senepy_p95,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,senepy_p95,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,senepy_p95,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,senepy_p95,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,senepy_p95,1270,0,1270,0.0,0,0,0,,False,False,False,False
SPLN44,fine,cDC2,senepy_p95,5553,0,5553,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Endothelial cells,tierA_p99,53815,539,53276,1.002,53815,539,53276,1.002,True,True,True,True
SPLN44,fine,Erythroid cells,tierA_p99,6476,65,6411,1.004,6476,65,6411,1.004,True,False,True,False
SPLN44,fine,Fibroblasts,tierA_p99,18170,182,17988,1.002,18170,182,17988,1.002,True,False,True,False
SPLN44,fine,Follicular B cells,tierA_p99,40376,404,39972,1.001,40376,404,39972,1.001,True,True,True,True
SPLN44,fine,Megakaryocytes,tierA_p99,761,8,753,1.051,761,8,753,1.051,True,False,False,False
SPLN44,fine,Monocytes,tierA_p99,18272,183,18089,1.002,18272,183,18089,1.002,True,False,True,False
SPLN44,fine,NK cells,tierA_p99,5894,59,5835,1.001,5894,59,5835,1.001,True,False,True,False
SPLN44,fine,Neutrophils,tierA_p99,6343,64,6279,1.009,6343,64,6279,1.009,True,False,True,False
SPLN44,fine,Plasma cells,tierA_p99,12423,125,12298,1.006,12423,125,12298,1.006,True,False,True,False
SPLN44,fine,Red pulp macrophages,tierA_p99,29565,296,29269,1.001,29565,296,29269,1.001,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierA_p99,14117,142,13975,1.006,14117,142,13975,1.006,True,False,True,False
SPLN44,fine,cDC1,tierA_p99,1270,13,1257,1.024,1270,13,1257,1.024,True,False,False,False
SPLN44,fine,cDC2,tierA_p99,5553,56,5497,1.008,5553,56,5497,1.008,True,False,True,False
SPLN44,fine,Endothelial cells,senepy_p99,53815,539,53276,1.002,53815,539,53276,1.002,True,True,True,True
SPLN44,fine,Erythroid cells,senepy_p99,6476,0,6476,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Fibroblasts,senepy_p99,18170,182,17988,1.002,18170,182,17988,1.002,True,False,True,False
SPLN44,fine,Follicular B cells,senepy_p99,40376,403,39973,0.998,40376,403,39973,0.998,False,True,True,False
SPLN44,fine,Megakaryocytes,senepy_p99,761,0,761,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Monocytes,senepy_p99,18272,183,18089,1.002,18272,183,18089,1.002,True,False,True,False
SPLN44,fine,NK cells,senepy_p99,5894,59,5835,1.001,5894,59,5835,1.001,True,False,True,False
SPLN44,fine,Neutrophils,senepy_p99,6343,64,6279,1.009,6343,64,6279,1.009,True,False,True,False
SPLN44,fine,Plasma cells,senepy_p99,12423,125,12298,1.006,12423,125,12298,1.006,True,False,True,False
SPLN44,fine,Red pulp macrophages,senepy_p99,29565,296,29269,1.001,29565,296,29269,1.001,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,senepy_p99,14117,142,13975,1.006,14117,142,13975,1.006,True,False,True,False
SPLN44,fine,cDC1,senepy_p99,1270,0,1270,0.0,0,0,0,,False,False,False,False
SPLN44,fine,cDC2,senepy_p99,5553,0,5553,0.0,0,0,0,,False,False,False,False
SPLN44,fine,Endothelial cells,cdkn1a_pos,53815,5505,48310,10.229,53815,5505,48310,10.229,True,True,True,True
SPLN44,fine,Erythroid cells,cdkn1a_pos,6476,182,6294,2.81,6476,182,6294,2.81,True,False,True,False
SPLN44,fine,Fibroblasts,cdkn1a_pos,18170,1242,16928,6.835,18170,1242,16928,6.835,True,True,True,True
SPLN44,fine,Follicular B cells,cdkn1a_pos,40376,1402,38974,3.472,40376,1402,38974,3.472,True,True,True,True
SPLN44,fine,Megakaryocytes,cdkn1a_pos,761,50,711,6.57,761,50,711,6.57,True,False,False,False
SPLN44,fine,Monocytes,cdkn1a_pos,18272,2426,15846,13.277,18272,2426,15846,13.277,True,True,True,True
SPLN44,fine,NK cells,cdkn1a_pos,5894,125,5769,2.121,5894,125,5769,2.121,True,False,True,False
SPLN44,fine,Neutrophils,cdkn1a_pos,6343,137,6206,2.16,6343,137,6206,2.16,True,False,True,False
SPLN44,fine,Plasma cells,cdkn1a_pos,12423,1394,11029,11.221,12423,1394,11029,11.221,True,True,True,True
SPLN44,fine,Red pulp macrophages,cdkn1a_pos,29565,786,28779,2.659,29565,786,28779,2.659,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,cdkn1a_pos,14117,1625,12492,11.511,14117,1625,12492,11.511,True,True,True,True
SPLN44,fine,cDC1,cdkn1a_pos,1270,129,1141,10.157,1270,129,1141,10.157,True,False,False,False
SPLN44,fine,cDC2,cdkn1a_pos,5553,177,5376,3.187,5553,177,5376,3.187,True,False,True,False
SPLN44,fine,Endothelial cells,tierApm_p95__downstream_arrest,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierApm_p95__downstream_arrest,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierApm_p95__downstream_arrest,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierApm_p95__downstream_arrest,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierApm_p95__downstream_arrest,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierApm_p95__downstream_arrest,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierApm_p95__downstream_arrest,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierApm_p95__downstream_arrest,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierApm_p95__downstream_arrest,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierApm_p95__downstream_arrest,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierApm_p95__downstream_arrest,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,tierApm_p95__downstream_arrest,1270,64,1206,5.039,1270,64,1206,5.039,True,False,False,False
SPLN44,fine,cDC2,tierApm_p95__downstream_arrest,5553,278,5275,5.006,5553,278,5275,5.006,True,True,True,True
SPLN44,fine,Endothelial cells,tierApm_p95__emt_ecm,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierApm_p95__emt_ecm,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierApm_p95__emt_ecm,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierApm_p95__emt_ecm,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierApm_p95__emt_ecm,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierApm_p95__emt_ecm,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierApm_p95__emt_ecm,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierApm_p95__emt_ecm,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierApm_p95__emt_ecm,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierApm_p95__emt_ecm,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierApm_p95__emt_ecm,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,tierApm_p95__emt_ecm,1270,64,1206,5.039,1270,64,1206,5.039,True,False,False,False
SPLN44,fine,cDC2,tierApm_p95__emt_ecm,5553,278,5275,5.006,5553,278,5275,5.006,True,True,True,True
SPLN44,fine,Endothelial cells,tierApm_p95__il6_jak_stat3,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierApm_p95__il6_jak_stat3,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierApm_p95__il6_jak_stat3,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierApm_p95__il6_jak_stat3,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierApm_p95__il6_jak_stat3,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierApm_p95__il6_jak_stat3,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierApm_p95__il6_jak_stat3,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierApm_p95__il6_jak_stat3,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierApm_p95__il6_jak_stat3,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierApm_p95__il6_jak_stat3,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierApm_p95__il6_jak_stat3,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,tierApm_p95__il6_jak_stat3,1270,64,1206,5.039,1270,64,1206,5.039,True,False,False,False
SPLN44,fine,cDC2,tierApm_p95__il6_jak_stat3,5553,278,5275,5.006,5553,278,5275,5.006,True,True,True,True
SPLN44,fine,Endothelial cells,tierApm_p95__interferon_response,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierApm_p95__interferon_response,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierApm_p95__interferon_response,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierApm_p95__interferon_response,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierApm_p95__interferon_response,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierApm_p95__interferon_response,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierApm_p95__interferon_response,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierApm_p95__interferon_response,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierApm_p95__interferon_response,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierApm_p95__interferon_response,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierApm_p95__interferon_response,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,tierApm_p95__interferon_response,1270,64,1206,5.039,1270,64,1206,5.039,True,False,False,False
SPLN44,fine,cDC2,tierApm_p95__interferon_response,5553,278,5275,5.006,5553,278,5275,5.006,True,True,True,True
SPLN44,fine,Endothelial cells,tierApm_p95__oxidative_stress,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierApm_p95__oxidative_stress,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierApm_p95__oxidative_stress,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierApm_p95__oxidative_stress,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierApm_p95__oxidative_stress,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierApm_p95__oxidative_stress,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierApm_p95__oxidative_stress,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierApm_p95__oxidative_stress,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierApm_p95__oxidative_stress,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierApm_p95__oxidative_stress,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierApm_p95__oxidative_stress,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,tierApm_p95__oxidative_stress,1270,64,1206,5.039,1270,64,1206,5.039,True,False,False,False
SPLN44,fine,cDC2,tierApm_p95__oxidative_stress,5553,278,5275,5.006,5553,278,5275,5.006,True,True,True,True
SPLN44,fine,Endothelial cells,tierApm_p95__secondary_senescence,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierApm_p95__secondary_senescence,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierApm_p95__secondary_senescence,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierApm_p95__secondary_senescence,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierApm_p95__secondary_senescence,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierApm_p95__secondary_senescence,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierApm_p95__secondary_senescence,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierApm_p95__secondary_senescence,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierApm_p95__secondary_senescence,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierApm_p95__secondary_senescence,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
SPLN44,fine,Smooth muscle / capsule,tierApm_p95__secondary_senescence,14117,706,13411,5.001,14117,706,13411,5.001,True,True,True,True
SPLN44,fine,cDC1,tierApm_p95__secondary_senescence,1270,64,1206,5.039,1270,64,1206,5.039,True,False,False,False
SPLN44,fine,cDC2,tierApm_p95__secondary_senescence,5553,278,5275,5.006,5553,278,5275,5.006,True,True,True,True
SPLN44,fine,Endothelial cells,tierApm_p95__tnfa_nfkb_proximal,53815,2691,51124,5.0,53815,2691,51124,5.0,True,True,True,True
SPLN44,fine,Erythroid cells,tierApm_p95__tnfa_nfkb_proximal,6476,324,6152,5.003,6476,324,6152,5.003,True,True,True,True
SPLN44,fine,Fibroblasts,tierApm_p95__tnfa_nfkb_proximal,18170,909,17261,5.003,18170,909,17261,5.003,True,True,True,True
SPLN44,fine,Follicular B cells,tierApm_p95__tnfa_nfkb_proximal,40376,2019,38357,5.0,40376,2019,38357,5.0,True,True,True,True
SPLN44,fine,Megakaryocytes,tierApm_p95__tnfa_nfkb_proximal,761,38,723,4.993,761,38,723,4.993,True,False,False,False
SPLN44,fine,Monocytes,tierApm_p95__tnfa_nfkb_proximal,18272,914,17358,5.002,18272,914,17358,5.002,True,True,True,True
SPLN44,fine,NK cells,tierApm_p95__tnfa_nfkb_proximal,5894,295,5599,5.005,5894,295,5599,5.005,True,True,True,True
SPLN44,fine,Neutrophils,tierApm_p95__tnfa_nfkb_proximal,6343,318,6025,5.013,6343,318,6025,5.013,True,True,True,True
SPLN44,fine,Plasma cells,tierApm_p95__tnfa_nfkb_proximal,12423,622,11801,5.007,12423,622,11801,5.007,True,True,True,True
SPLN44,fine,Red pulp macrophages,tierApm_p95__tnfa_nfkb_proximal,29565,1479,28086,5.003,29565,1479,28086,5.003,True,True,True,True
